/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05562.wav|ở lại hơn tiếng rồi cô đi siêu thị mua thêm đồ ăn về nấu .|ở lại hơn tiếng rồi cô đi siêu thị mua thêm đồ ăn về nấu .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05928.wav|đây là dòng máy xay đậu nành nguyên xác tốt nhất trên thị trường hiện nay .|đây là dòng máy xay đậu nành nguyên xác tốt nhất trên thị trường hiện nay .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_11503.wav|sau mổ bệnh nhân có thể về ngay nhưng cần theo dõi lâu dài để tiến hành những điều trị tiếp theo .|sau mổ bệnh nhân có thể về ngay nhưng cần theo dõi lâu dài để tiến hành những điều trị tiếp theo .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06634.wav|theo một số nghiên cứu của các chuyên gia trong tổng số những bệnh ung thư của phụ nữ bệnh .|theo một số nghiên cứu của các chuyên gia trong tổng số những bệnh ung thư của phụ nữ bệnh .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_14134.wav|tác động của không khí lạnh từ phương bắc tràn xuống bão đổi hướng quặt xuống tây tây nam khả năng đổ bộ .|tác động của không khí lạnh từ phương bắc tràn xuống bão đổi hướng quặt xuống tây tây nam khả năng đổ bộ .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04788.wav|các em thí sinh chỉ cần nắm vững các bài học cơ bản và kỹ năng sắp xếp câu từ vựng cũng sẽ dễ giành điểm .|các em thí sinh chỉ cần nắm vững các bài học cơ bản và kỹ năng sắp xếp câu từ vựng cũng sẽ dễ giành điểm .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_13513.wav|diệu huyền là người mẫu nổi tiếng cô gây dấu ấn bởi khuôn mặt lạnh lùng vóc dáng chuẩn .|diệu huyền là người mẫu nổi tiếng cô gây dấu ấn bởi khuôn mặt lạnh lùng vóc dáng chuẩn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01604.wav|đây là một luồng sinh khí mới cho ngành du lịch tại việt nam .|đây là một luồng sinh khí mới cho ngành du lịch tại việt nam .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10562.wav|ông cho biết sẽ xem xét giảm thời gian thụ án cho các tù nhân vì nghĩa cử cao đẹp trên .|ông cho biết sẽ xem xét giảm thời gian thụ án cho các tù nhân vì nghĩa cử cao đẹp trên .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01238_1.wav|bằng không chỉ cần một sự ngược dòng nho nhỏ .|bằng không chỉ cần một sự ngược dòng nho nhỏ .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03536_2.wav|người kinh doanh trẻ sẽ phải tiết kiệm chi chi phí nhất sở hữu thể .|người kinh doanh trẻ sẽ phải tiết kiệm chi chi phí nhất sở hữu thể .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07657.wav|đặc biệt sự chủ động chăm sóc đúng cách mắt sau khi cắt mí cũng được các bác sĩ hướng dẫn chi tiết cho khách hàng giúp cho .|đặc biệt sự chủ động chăm sóc đúng cách mắt sau khi cắt mí cũng được các bác sĩ hướng dẫn chi tiết cho khách hàng giúp cho .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05001_1.wav|phải ngạc nhiên về buổi lễ duyệt binh cực kỳ hoành tráng .|phải ngạc nhiên về buổi lễ duyệt binh cực kỳ hoành tráng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01930.wav|đội ngũ nhân viên kinh nghiêm tư vấn triển khai biện pháp quản trị chăm sóc người dùng cho doanh nghiệp trong nước cũng như khuôn khổ trên toàn cầu .|đội ngũ nhân viên kinh nghiêm tư vấn triển khai biện pháp quản trị chăm sóc người dùng cho doanh nghiệp trong nước cũng như khuôn khổ trên toàn cầu .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01052_3.wav|chân váy nữ tính .|chân váy nữ tính .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03152_3.wav|nên anh cũng không có cơ hội được chứng kiến những gì xảy ra trong nhà .|nên anh cũng không có cơ hội được chứng kiến những gì xảy ra trong nhà .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12464.wav|theo một chuyên gia kinh tế việc áp giá sàn vô hình chung nâng đỡ cho một nhóm doanh nghiệp lớn .|theo một chuyên gia kinh tế việc áp giá sàn vô hình chung nâng đỡ cho một nhóm doanh nghiệp lớn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03082_1.wav|tuy nhiên .|tuy nhiên .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08882.wav|nhưng khi nhớ lại tất cả những sự mất mát những tổn thương cũng như những điều đã làm cho hoảng sợ thì tôi cảm thấy như mình bị tê liệt .|nhưng khi nhớ lại tất cả những sự mất mát những tổn thương cũng như những điều đã làm cho hoảng sợ thì tôi cảm thấy như mình bị tê liệt .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_00819_3.wav|tám hướng rồi quay vào mâm lễ mà khấn .|tám hướng rồi quay vào mâm lễ mà khấn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08334.wav|lan can nhà bậc thềm sàn thao tác trên các băng tải nhà kết cấu giàn không gian bức vách ngăn tay vịn lan can rọ đá trang trí nội thất .|lan can nhà bậc thềm sàn thao tác trên các băng tải nhà kết cấu giàn không gian bức vách ngăn tay vịn lan can rọ đá trang trí nội thất .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10504.wav|con của người tù thế kỷ sẽ làm thủ tục để giám hộ cho ông .|con của người tù thế kỷ sẽ làm thủ tục để giám hộ cho ông .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06306.wav|bản năng người phụ nữ có gia đình thôi thúc ly phải nhanh chóng tìm cách giải quyết chuyện này dù hiện tại chưa có gì quá đà xảy ra cả .|bản năng người phụ nữ có gia đình thôi thúc ly phải nhanh chóng tìm cách giải quyết chuyện này dù hiện tại chưa có gì quá đà xảy ra cả .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01212_3.wav|quyết định thay con tất tần tật mọi điều .|quyết định thay con tất tần tật mọi điều .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02998_1.wav|rồi cảm thấy tự mãn .|rồi cảm thấy tự mãn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01452_2.wav|cung ứng dịch vụ thực hiện hoá đơn điện tử .|cung ứng dịch vụ thực hiện hoá đơn điện tử .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07895.wav|ông lê ân đang mòn mỏi chờ đợi ủy ban nhân dân tỉnh thực thi bản án có hiệu lực pháp luật cho mình .|ông lê ân đang mòn mỏi chờ đợi ủy ban nhân dân tỉnh thực thi bản án có hiệu lực pháp luật cho mình .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01447.wav|chủ tịch huyện đi học bằng xe biển xanh nói được văn phòng cử người đưa đón gây tranh cãi .|chủ tịch huyện đi học bằng xe biển xanh nói được văn phòng cử người đưa đón gây tranh cãi .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07758.wav|còn vân sau này lấy chồng khác một người tài giỏi và yêu vân nhiều hơn bù đắp cho vân tất cả .|còn vân sau này lấy chồng khác một người tài giỏi và yêu vân nhiều hơn bù đắp cho vân tất cả .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06382.wav|về cơ hội nếu bắt đúng sóng đang lên của xu hướng sẽ hút một lượng khách đông dòng tiền thu về tốt sản phẩm lại khá dễ làm .|về cơ hội nếu bắt đúng sóng đang lên của xu hướng sẽ hút một lượng khách đông dòng tiền thu về tốt sản phẩm lại khá dễ làm .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05209.wav|để mặc tôi yêu em quang dũng để mặc tôi yêu em là ca khúc được sáng tác dành riêng cho đêm nhạc giấc mơ mang tên mình của quang dũng .|để mặc tôi yêu em quang dũng để mặc tôi yêu em là ca khúc được sáng tác dành riêng cho đêm nhạc giấc mơ mang tên mình của quang dũng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06622.wav|chia sẻ rất bất ngờ khi một cậu bé gầy gò thế lại có chất giọng cao như vậy .|chia sẻ rất bất ngờ khi một cậu bé gầy gò thế lại có chất giọng cao như vậy .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03174_2.wav|sâu sắc .|sâu sắc .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02450_2.wav|an ninh của nhật không bị đe dọa .|an ninh của nhật không bị đe dọa .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05627.wav|người đăng ký thuê bao di động phải nộp ảnh chân dung .|người đăng ký thuê bao di động phải nộp ảnh chân dung .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_00953.wav|đang trong quá trình điều trị nên sử dụng sữa nguyên chất thay cho sữa không có chất béo mà người dân thường sử dụng .|đang trong quá trình điều trị nên sử dụng sữa nguyên chất thay cho sữa không có chất béo mà người dân thường sử dụng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06091.wav|cung cấp dịch vụ tháo lắp sửa chữa thiết bị tĩnh và phụ kiện đường ống thông báo mời thầu cập nhật liên tục .|cung cấp dịch vụ tháo lắp sửa chữa thiết bị tĩnh và phụ kiện đường ống thông báo mời thầu cập nhật liên tục .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04504.wav|đã từ lâu rất nhiều nhiều cặp đôi trước khi tiến tới hôn nhân đều phải xem tuổi mệnh ngũ .|đã từ lâu rất nhiều nhiều cặp đôi trước khi tiến tới hôn nhân đều phải xem tuổi mệnh ngũ .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08592.wav|là khá nổi tiếng và sản phẩm đắt tiền nhưng để được nhận một chiếc túi xách thường thường thôi liệu có cần thiết phải qua đêm ở ngoài đường .|là khá nổi tiếng và sản phẩm đắt tiền nhưng để được nhận một chiếc túi xách thường thường thôi liệu có cần thiết phải qua đêm ở ngoài đường .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01786.wav|nhưng ở trận đấu này khánh hòa có người hung tuấn mạnh .|nhưng ở trận đấu này khánh hòa có người hung tuấn mạnh .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01631_2.wav|các đơn vị nghiệp vụ công an tỉnh trà vinh kết hợp cùng .|các đơn vị nghiệp vụ công an tỉnh trà vinh kết hợp cùng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_00220.wav|có thể có rất nhiều yếu tố khác khiến họ trầm cảm .|có thể có rất nhiều yếu tố khác khiến họ trầm cảm .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03336.wav|rời trường con về tới cơ quan mà chị hằng vẫn cảm thấy mùi khai ám trên người khiến chị rùng mình .|rời trường con về tới cơ quan mà chị hằng vẫn cảm thấy mùi khai ám trên người khiến chị rùng mình .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08087.wav|đuổi nhau tấn công tiêu diệt những kẻ không sợ chết và những kẻ có mục đích để sống sót những kẻ còn nhân tính và thú tính .|đuổi nhau tấn công tiêu diệt những kẻ không sợ chết và những kẻ có mục đích để sống sót những kẻ còn nhân tính và thú tính .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08982.wav|nhóm trẻ lớp mẫu giáo độc lập tư thục nhưng chưa được đào tạo bồi dưỡng năng lực hoặc .|nhóm trẻ lớp mẫu giáo độc lập tư thục nhưng chưa được đào tạo bồi dưỡng năng lực hoặc .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_14412.wav|sau khi sinh ngoài việc đối mặt với vóc dáng chưa trở lại bình thường thì những .|sau khi sinh ngoài việc đối mặt với vóc dáng chưa trở lại bình thường thì những .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_11398.wav|v khiến cho bằng thủy tinh để đảm bảo vệ sinh cho nước cấp thành phẩm và dễ lau chùi vệ sinh sau này .|v khiến cho bằng thủy tinh để đảm bảo vệ sinh cho nước cấp thành phẩm và dễ lau chùi vệ sinh sau này .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10637.wav|thận trọng khi thị trường trong nước lại có những bất thường .|thận trọng khi thị trường trong nước lại có những bất thường .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02544_1.wav|còn có người nói chuyện có tiếng mà không có sức .|còn có người nói chuyện có tiếng mà không có sức .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08085.wav|những người ở trong nhà được khuyến cáo nên nằm xuống sàn hay núp dưới gầm bàn và hãy nhớ là cách xa cửa sổ .|những người ở trong nhà được khuyến cáo nên nằm xuống sàn hay núp dưới gầm bàn và hãy nhớ là cách xa cửa sổ .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03893_1.wav|trong khi phan sơn .|trong khi phan sơn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04122.wav|giám đốc sở kế hoạch đầu tư tỉnh yên bái cho rằng ngôi nhà của ông ở thành phố yên bái rất bình thường .|giám đốc sở kế hoạch đầu tư tỉnh yên bái cho rằng ngôi nhà của ông ở thành phố yên bái rất bình thường .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02920_1.wav|do đó .|do đó .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10545.wav|như vậy kiêng khem vấn đề ăn uống khi niềng răng là rất quan trọng nhưng không có nghĩa là kiêng khem đến mức ăn không đủ chất .|như vậy kiêng khem vấn đề ăn uống khi niềng răng là rất quan trọng nhưng không có nghĩa là kiêng khem đến mức ăn không đủ chất .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08132.wav|nếu các chị em còn đang băn khoăn về điều này thì giờ đã có thể yên tâm .|nếu các chị em còn đang băn khoăn về điều này thì giờ đã có thể yên tâm .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07148.wav|lệ rơi chỉ vuốt tóc thôi mà cũng có nhiều người quan tâm ghê .|lệ rơi chỉ vuốt tóc thôi mà cũng có nhiều người quan tâm ghê .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12206.wav|trời không mưa nhưng khu b và khu đất dịch vụ thuộc phường yên nghĩa quận hà đông vẫn mênh mông nước vịt lội tung tăng .|trời không mưa nhưng khu b và khu đất dịch vụ thuộc phường yên nghĩa quận hà đông vẫn mênh mông nước vịt lội tung tăng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03568_1.wav|ngoài ra .|ngoài ra .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_00226_2.wav|uyên trang đã xuất sắc lội ngược dòng thành công để vào bán kết hãy nghe tôi hát .|uyên trang đã xuất sắc lội ngược dòng thành công để vào bán kết hãy nghe tôi hát .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_13434.wav|là một sản phẩm từ thiên nhiên được xem như một bài thuốc hay có thể đánh bại cân nặng của bạn .|là một sản phẩm từ thiên nhiên được xem như một bài thuốc hay có thể đánh bại cân nặng của bạn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_09223.wav|để biết thêm chi tiết xem tại cách làm thịt băm rang riềng .|để biết thêm chi tiết xem tại cách làm thịt băm rang riềng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02748.wav|những người bị hen suyễn hay các bệnh về hô hấp nên hỏi ý kiến bác sỹ trước khi sử dụng .|những người bị hen suyễn hay các bệnh về hô hấp nên hỏi ý kiến bác sỹ trước khi sử dụng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05251.wav|là phụ nữ ai chẳng ngẩn ngơ trước những mẫu áo lót cách điệu mỏng manh gợi cảm nhường này .|là phụ nữ ai chẳng ngẩn ngơ trước những mẫu áo lót cách điệu mỏng manh gợi cảm nhường này .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07241.wav|vẫn thưởng thức được đầy đủ các món ăn ngon và lại tiết kiệm được khá nhiều chi phí .|vẫn thưởng thức được đầy đủ các món ăn ngon và lại tiết kiệm được khá nhiều chi phí .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_09742.wav|nhiều đêm bác khuất văn hưng phải tắt đèn treo màn cho con nghỉ khi thấy con ôn thi mà quên chăm sóc bản thân .|nhiều đêm bác khuất văn hưng phải tắt đèn treo màn cho con nghỉ khi thấy con ôn thi mà quên chăm sóc bản thân .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_11891.wav|giáo dục hòa nhập cho trẻ khuyết tật tự kỷ còn gặp nhiều khó khăn .|giáo dục hòa nhập cho trẻ khuyết tật tự kỷ còn gặp nhiều khó khăn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_14723.wav|truy tìm đôi nam nữ tông chết cụ ông đang dừng đèn đỏ rồi bỏ chạy .|truy tìm đôi nam nữ tông chết cụ ông đang dừng đèn đỏ rồi bỏ chạy .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_13993.wav|bàn làm việc của người mệnh kim cần hướng ra cửa lớn .|bàn làm việc của người mệnh kim cần hướng ra cửa lớn .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12145.wav|nếu bơm hoạt động mà không có nước nó có thể gây ra thiệt hại lớn cho máy móc .|nếu bơm hoạt động mà không có nước nó có thể gây ra thiệt hại lớn cho máy móc .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05640.wav|nhưng hùng có những ưu điểm như anh chưa từng cưới vợ bao giờ anh lại có cơ ngơi sự nghiệp vững chắc .|nhưng hùng có những ưu điểm như anh chưa từng cưới vợ bao giờ anh lại có cơ ngơi sự nghiệp vững chắc .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08133.wav|có thể dễ dàng nhận thấy cơ sở là gỗ nhưng sản phẩm lại được trang bị thêm mặt bàn là .|có thể dễ dàng nhận thấy cơ sở là gỗ nhưng sản phẩm lại được trang bị thêm mặt bàn là .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_05764.wav|đó là lý do bạn đến quán bar mà bản thân không muốn đến vào hôm qua .|đó là lý do bạn đến quán bar mà bản thân không muốn đến vào hôm qua .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10987.wav|bắt cặp với dây da cùng vỏ đồng hồ vàng tạo nên một tổng thể hoàn hảo .|bắt cặp với dây da cùng vỏ đồng hồ vàng tạo nên một tổng thể hoàn hảo .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10916.wav|đang trở thành hiện tượng mới của giới mộ nhạc bên cạnh nhiều sản phẩm chính thống nhưng rõ ràng thua kém rất nhiều về thành tích .|đang trở thành hiện tượng mới của giới mộ nhạc bên cạnh nhiều sản phẩm chính thống nhưng rõ ràng thua kém rất nhiều về thành tích .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_14129.wav|vậy những lần tranh cãi nhau anh hay vợ là người xuống nước trước .|vậy những lần tranh cãi nhau anh hay vợ là người xuống nước trước .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08279.wav|vụ cháy nghiêm trọng khiến cho người dân sống ở các ngôi nhà gần hiện trường phải tháo chạy .|vụ cháy nghiêm trọng khiến cho người dân sống ở các ngôi nhà gần hiện trường phải tháo chạy .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12863.wav|các cuộc thảo luận về sự kiện này dường như hoàn toàn im tiếng .|các cuộc thảo luận về sự kiện này dường như hoàn toàn im tiếng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07309.wav|tuy nhiên đoạn nhạc chỉ thể hiện vũ đạo chứ không hề có lời hát .|tuy nhiên đoạn nhạc chỉ thể hiện vũ đạo chứ không hề có lời hát .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_02031_1.wav|phát triển hệ thống chứng nhận quốc gia .|phát triển hệ thống chứng nhận quốc gia .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10992.wav|triệt phá nhiều đường dây ma túy lớn nhờ hiệp đồng tác chiến .|triệt phá nhiều đường dây ma túy lớn nhờ hiệp đồng tác chiến .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_13037.wav|đảng phát xít đang nổi lên ngay lập tức đã mô tả thuyết tương đối là sự đồi bại của người do thái .|đảng phát xít đang nổi lên ngay lập tức đã mô tả thuyết tương đối là sự đồi bại của người do thái .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03020_1.wav|người sử dụng lao động có trách nhiệm bồi thường .|người sử dụng lao động có trách nhiệm bồi thường .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_09968.wav|giây phút này cô cảm nhận tim mình sắp nhảy ra khỏi lồng ngực rồi hai bên má cũng nóng bừng bừng .|giây phút này cô cảm nhận tim mình sắp nhảy ra khỏi lồng ngực rồi hai bên má cũng nóng bừng bừng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_10960.wav|không nên vì sĩ diện cái tôi của bản thân mà đánh mất đi người mình yêu nhất phải sống trong đau khổ và nỗi ân hận sự nhớ thương cả đời .|không nên vì sĩ diện cái tôi của bản thân mà đánh mất đi người mình yêu nhất phải sống trong đau khổ và nỗi ân hận sự nhớ thương cả đời .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_00147.wav|bệnh đái tháo đường có thể xuất hiện ở những người ăn uống không lành mạnh lười vận động hút thuốc lá tăng huyết áp rối loạn mỡ trong máu béo phì .|bệnh đái tháo đường có thể xuất hiện ở những người ăn uống không lành mạnh lười vận động hút thuốc lá tăng huyết áp rối loạn mỡ trong máu béo phì .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_09974.wav|hoặc thông tin về nhãn hiệu trang trại khác nhưng những thông tin cơ bản thì luôn được yêu cầu phải đầy đủ và dễ nhận biết .|hoặc thông tin về nhãn hiệu trang trại khác nhưng những thông tin cơ bản thì luôn được yêu cầu phải đầy đủ và dễ nhận biết .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01790.wav|tuy nhiên sự mong muốn ấy của quý đã không trở thành hiện thực khi con đường kinh doanh của quý luôn gặp phải thất bại .|tuy nhiên sự mong muốn ấy của quý đã không trở thành hiện thực khi con đường kinh doanh của quý luôn gặp phải thất bại .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07175.wav|giờ đây chàng trai có nụ cười tươi đó đã trở thành cơ trưởng .|giờ đây chàng trai có nụ cười tươi đó đã trở thành cơ trưởng .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_07089.wav|kiều quốc huy hung thủ giết chết tài xế taxi để cướp xe và giết vợ chồng bạn thân ném xuống giếng phi tang bị đưa ra xét xử .|kiều quốc huy hung thủ giết chết tài xế taxi để cướp xe và giết vợ chồng bạn thân ném xuống giếng phi tang bị đưa ra xét xử .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04166_2.wav|cố ý để túi tiền lẻ lên quầy rồi vội vào trong mang trà ra mời khách .|cố ý để túi tiền lẻ lên quầy rồi vội vào trong mang trà ra mời khách .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12235.wav|thay vào đó ông kim muốn có được lời hứa từ mỹ trung quốc và nga để bảo toàn chính quyền bình nhưỡng ông li nói .|thay vào đó ông kim muốn có được lời hứa từ mỹ trung quốc và nga để bảo toàn chính quyền bình nhưỡng ông li nói .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_13033.wav|bạn có kỷ niệm nào đáng nhớ trong quá trình cùng đoàn phim rong ruổi ở những vùng cao của phía bắc việt nam để thực hiện bộ phim .|bạn có kỷ niệm nào đáng nhớ trong quá trình cùng đoàn phim rong ruổi ở những vùng cao của phía bắc việt nam để thực hiện bộ phim .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_11605.wav|giữa vô vàn các thương hiệu keo đó bạn không biết phải làm như thế nào .|giữa vô vàn các thương hiệu keo đó bạn không biết phải làm như thế nào .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_11021.wav|hồ bơi trên tầng thượng có thể phóng tầm mắt thẳng ra bãi biển .|hồ bơi trên tầng thượng có thể phóng tầm mắt thẳng ra bãi biển .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_03917_2.wav|đảm bảo được sự thoải mái cần thiết .|đảm bảo được sự thoải mái cần thiết .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08331.wav|nhưng chúng có khả năng hút cách các bụi bẩn rác thải và một số sản phẩm còn có khả năng hút nước .|nhưng chúng có khả năng hút cách các bụi bẩn rác thải và một số sản phẩm còn có khả năng hút nước .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04559_1.wav|ngoài ra .|ngoài ra .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_08813.wav|nó khiến nhiều bạn trẻ có lối sống hưởng thụ không chịu cống hiến phải thức tỉnh và suy nghĩ lại bản thân mình .|nó khiến nhiều bạn trẻ có lối sống hưởng thụ không chịu cống hiến phải thức tỉnh và suy nghĩ lại bản thân mình .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_04059_2.wav|chị nguyệt nhận được mã hoạt động của tài khoản trực tuyến .|chị nguyệt nhận được mã hoạt động của tài khoản trực tuyến .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_14279.wav|khắc bảo huyền lấy khẩu súng và hai dao đem đi giấu .|khắc bảo huyền lấy khẩu súng và hai dao đem đi giấu .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_12439.wav|quan điểm phản đối một nước phát triển vũ khí hạt nhân của trung quốc là vững chắc rõ ràng và nhất quán ông lục tuyên bố .|quan điểm phản đối một nước phát triển vũ khí hạt nhân của trung quốc là vững chắc rõ ràng và nhất quán ông lục tuyên bố .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_06650.wav|cho biết không có gì có thể phá hủy cuộc sống lãng mạn của bạn dễ dàng hơn mùi âm đạo xấu .|cho biết không có gì có thể phá hủy cuộc sống lãng mạn của bạn dễ dàng hơn mùi âm đạo xấu .
/content/drive/pre-data/VLSP-BIG-PREPROCESS/wavs/InfoRe_01308_1.wav|bố trí hợp lý .|bố trí hợp lý .
